text,service,food,anecdotes/miscellaneous,price,ambience
his wife tanya the hostess completes the comforting atmosphere by being delightfully warm and gracious,1,0,0,0,1
we liked it so much that we will always make it a point to dine here when we visit new york,0,0,1,0,0
the menu consisted of standard brassiere food better then places like balthazar etc,0,1,0,0,0
i have been a longtime fan of holy basil in the east village and while i do believe their food has slightly slipped in quality i have been hesitant to be disloyal,0,1,1,0,0
but the best part about ls is the late night atmosphere delightfully free of the bts,0,0,0,0,1
for an untrendy ripoff eat here,0,0,1,0,0
and youre hungry a few hours later,0,1,0,0,0
i cant wait to go back,0,0,1,0,0
i hate hate hate this place,0,0,1,0,0
we even had a visit from the manager who wanted to make sure we were enjoying ourselves,1,0,1,0,0
the staff there is very attentive and down to earth,1,0,0,0,0
you dont go to mizu for excellent service you go for the large amounts of food the amiable atmosphere and the holeinthewall feeling of the place,1,1,0,0,1
the service is always bad though dont expect much of anything from your server and i would not recommend bringing a date here either,1,0,0,0,0
monday nights are a bargain at the 28 prix fix  this includes a three course meal plus three glasses of wine paired with each course,0,0,0,1,0
wonderful,0,0,1,0,0
it took them 15 minutes to put water in our glasses,1,0,0,0,0
the service is descent even when this small place is packed,1,0,0,0,0
this is the best sushi in new york city  hands down,0,1,0,0,0
go hungry and enjoy,0,0,1,0,0
i have eaten a lot of pizza here,0,0,1,0,0
this place is worth an onehour drive,0,0,1,0,0
great value for the quality ingredients,0,1,0,1,0
the thali was small thoroughly unremarkable and 1495,0,1,0,1,0
the sushi is also great,0,1,0,0,0
from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that i cant remember because of the fabulous cakebread cabernet we were drinking  the whole evening was amazing,0,1,0,0,0
truly the mark of an attentive waiter,1,0,0,0,0
the food here is rather good but only if you like to wait for it,1,1,0,0,0
i got an excellent piece of cheesecake and we had several other nice pastries,0,1,0,0,0
the staff is very kind and well trained theyre fast they are always prompt to jump behind the bar and fix drinks they know details of every item in the menu and make excelent recomendations,1,0,0,0,0
the makhani was ok the korma was bland,0,1,0,0,0
the food is inventive but still keeps traditional indian flavoring,0,1,0,0,0
all i can say is wow,0,0,1,0,0
though the service could be better possibly due to more than one very large group in the house it is very cordial and warm as is the general clientele,1,0,0,0,1
the decor in this place is very dinerish and the kind of place you expect in the east village  not romantic just simple small and sparse,0,0,0,0,1
this is a cute place and could be good but they need to get their act together,0,0,1,0,1
the lox is always fresh too,0,1,0,0,0
sure enough exactly 30 minutes later we got the call and were seated promptly,1,0,0,0,0
service was very friendly,1,0,0,0,0
so all im trying to say is this restaurant is by far the best thai food restaurant ive ever been to,0,1,1,0,0
food was ok  fish was cooked well,0,1,0,0,0
we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food,0,1,1,0,0
the duck confit is always amazing and the foie gras terrine with figs was out of this world,0,1,0,0,0
the whole set up is truly unprofessional and i wish cafe noir would get some good staff because despite the current one this is a great place,1,0,0,0,0
the service does sometimes lack focus and it is not ideal if you are in a hurry but i have never been treated rudely,1,0,0,0,0
i have reservations about the all you can eat deal however  the choices are fairly limited and you can probably order more food than you can eat for less than 18 by just going off the menu,0,1,0,0,0
the staff offers impeccable service,1,0,0,0,0
the catch is that you are charged extra for anything that you leave on your plate so dont be a greedy pig,0,0,1,1,0
we ended our great experience by having gulab jamun dessert recommended by the waiter,0,1,0,0,0
wont come back again for sure,0,0,1,0,0
i went to utsav about a yr ago with my family,0,0,1,0,0
this place doesnt compare with mamouns in terms of price freshness value and consisent quality but thats just my opinion,0,1,0,1,0
the place is sleek modern and playfull and i will return again frequently,0,0,0,0,1
i have known about this secret for the last 13 years emiliothe godfather has continued to serve food and wine for the gods at mortal prices,0,1,0,1,0
the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal,0,1,0,0,0
after being told that our party of three would be seated in 10 minutes and watching other parties multiples of 2 and higher seated for 40 minutes the three of us were squished into a small 2person table,1,0,1,0,0
and the bill was outragous,0,0,0,1,0
the service was attentive yet unimposing the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced,1,1,0,1,0
kind attentive wait staff,1,0,0,0,0
bon appettite,0,0,1,0,0
salads were fantastic,0,1,0,0,0
the owners and employees are friendly and their pizza is fantastic,1,1,0,0,0
la rosa waltzes in and i think they are doing it the best,0,0,1,0,0
the food is yummy especially their cookedtoperfection mussels in spicy tomato sauce and their shoestring crispy fries,0,1,0,0,0
the food is authentic italian  delicious,0,1,0,0,0
a great addition to smith street finally a place thats not pretentious and filled with women wearing ugg boots,0,0,1,0,0
skip dessert,0,1,0,0,0
we spent 200 in this place and left hungry and very disappointed,0,0,1,1,0
it is simply amazing,0,0,1,0,0
i complete the total bagel experience by having it lightly toasted,0,0,1,0,0
it was like the servers forgot that they actually worked there and instead wanted to hang out and be cool,1,0,0,0,0
i liked this place the first time but doubt i will ever return,0,0,1,0,0
the service is good and ambience is good for a date or group outing,1,0,0,0,1
a great way to make some money is to buy a case of snapple from costco and sell it right outside for only 250,0,0,1,0,0
its all about the food ,0,1,0,0,0
fast service,1,0,0,0,0
skip this restaurant its a big disappointment,0,0,1,0,0
the staff is excellent specjal that girl behind the bar european chic,1,0,0,0,0
stick with the chicken beef and lamb dishes,0,1,0,0,0
the service was bad the food took to forever to come we sat on the upper level,1,0,0,0,0
we a menu that rearely changese xcept for one or two specials the quality and care they put in thier food in evident,0,1,0,0,0
always full with tourists especially because of its close proximity to rockefeller center,0,0,0,0,1
the decor is nice but more casual than fine dining,0,0,0,0,1
this restaurant is a wonderful place to go many times and it is reasonably priced,0,0,1,1,0
bravo blue hill,0,0,1,0,0
conveniently located too being right on bedford ave,0,0,1,0,0
my friends and i came across this place while walking in the village,0,0,1,0,0
bottom line b for the food f for the service,1,1,0,0,0
the only thing the waiters dont do for you is wipe your chin when you leave,1,0,0,0,0
this place is to be avoided,0,0,1,0,0
stick to dimsum not super overpriced noodles,0,1,0,1,0
the service is fine and they allow you to enjoy the view,1,0,0,0,1
my sister says it reminds her of a restaurant run by highschool students who dont know what they are doing,0,0,1,0,0
we there were four of us arrived at noon  the place was empty  and the staff acted like we were imposing on them and they were very rude,1,0,0,0,0
at 630 we were the third party there,0,0,1,0,0
delicious simple food in nice outdoor atmosphere,0,1,0,0,1
i will definetly be going back,0,0,1,0,0
no really,0,0,1,0,0
the food is good but very expensive for the casualness of it,0,1,0,1,0
the only fallback on this restaurant is the prices,0,0,0,1,0
ive been to naples 45 for dinner twice,0,0,1,0,0
the hot and sour soup was unbearably hot and tasted of only pepper and nothing else,0,1,0,0,0
i love the pics of andy warhol when he used to frequent the place he painted the ballatos sign in the window,0,0,0,0,1
try sushimi cucumber roll,0,1,0,0,0
im saving up for my next visit,0,0,1,0,0
the food is delicious,0,1,0,0,0
their wines by the glass are a great accompaniment and you can eat like a king with wine for under 30,0,1,0,1,0
this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time,1,0,0,0,1
amma is nothing special,0,0,1,0,0
yeah shanghai is also great but not quite as good  they use the same amount of salt but without sweetness to balance out,0,1,1,0,0
believe us weve been eating sushi for over 15 yrs,0,0,1,0,0
worth it for a special occasion or any time,0,0,1,0,0
the atmosphere is much better than sripraphai more modern and sleek,0,0,0,0,1
i recommend to anyone who wants to dress up and impress the lady,0,0,1,0,0
the food is outstanding and the service is quick friendly and very professional,1,1,0,0,0
the bagels always warm soft on the inside crispy on the outside and enormous in size,0,1,0,0,0
i had a late dinner at lucky stike a great name for a joint if ever i saw one,0,0,1,0,0
been there done that and new york its not that big a deal,0,0,1,0,0
definitely a once a year treat that i look forward to around the holidays,0,0,1,0,0
service is fast and friendly,1,0,0,0,0
from an english speaking staff,0,0,1,0,0
anyhow we were able to sit as long as we wanted and chat which was nice,0,0,0,0,1
and they have these home made potato chips at the bar that are the most delicious things in the world,0,1,0,0,0
a defitely must visit,0,0,1,0,0
my husband and i enjoyed each of the 6 taste size portions and left completely full,0,1,0,0,0
i went here with a friend on a whim we went someplace else first and couldnt get a table,1,0,1,0,0
we all ate pasta entrees which were great,0,1,0,0,0
my friends and i showed up on a sat,0,0,1,0,0
the steak was excellent and one of the best i have had i tasted the butter intitally but in no way did it overwhelm the flavor of the meat,0,1,0,0,0
great experience overall,0,0,1,0,0
perfect for dates,0,0,0,0,1
the food was boring and expensive,0,1,0,1,0
the ambience is pretty and nice for conversation so a casual lunch here would probably be best,0,0,0,0,1
terrific menu full of unique rolls and special dishes,0,1,0,0,0
the service is ok but could be better,1,0,0,0,0
we love the food drinks and atmosphere,0,1,0,0,1
i was here a few weeks back and we had the worst customer service experience at a restaurant ever,1,0,1,0,0
ive ordered from the 2nd ave,0,0,1,0,0
nothing against a good sales call but the tactics at amma are just too obvious,1,0,0,0,0
went on a 3 day oyster binge with fish bringing up the closing and i am so glad this was the place it o trip ended because it was so great,0,0,1,0,0
took my mom for mothers day and the maitre d was pretty rude,1,0,1,0,0
my husband and i have been there a couple of times and each time we sat at the sushi bar chef yoshi and ordered everything ala carte,0,0,1,0,0
the vibe is very relaxed and cozy service was great and the food was excellent,1,1,0,0,1
if the weather is nice try to snag an outside table,0,0,0,0,1
if you are looking for a good quality cheap eats  this is the place,0,1,0,1,0
however for what we spent overall it just was not up to par,0,0,0,1,0
the service was friendly and the atmosphere was casual,1,0,0,0,1
a friend from seattle and i went on a thursday night around 830,0,0,1,0,0
when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else,0,1,0,0,0
i recommend their pad see ew pork chops or tofu plates,0,1,0,0,0
never in my life did i think that i could be satisfied both in taste and in quantity for 300 in nyc,0,1,0,1,0
this is the best secret place in midtown i heard that from the bartender after having brilliant food  try steak with portobello mushrooms and drinks on the bar last tuesday,0,1,0,0,0
the service was excellent  friendly and attentive,1,0,0,0,0
the main course had an average portion and was decent overall,0,1,0,0,0
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other,1,0,1,0,1
just remember the later you go the longer you may have to wait,0,0,1,0,0
waitstaff is great very attentive,1,0,0,0,0
i live in the neightborhood and am a regular,0,0,1,0,0
the dinner menu is diverse and topnotch as well,0,1,0,0,0
it is what modern cuisine is all about,0,0,1,0,0
in any event even though its a bit on the pricey side we still love this restaurant and will definitely go back,0,0,1,1,0
i definitely will go back,0,0,1,0,0
i dont like indian food too much and this was delicious however you want to factor that into the equation,0,1,0,0,0
at taj vegetarians can rejoiceall the dishes are manna from heaven,0,1,0,0,0
finally,0,0,1,0,0
forget the rush and the wait and the noise which isnt actually that bad i mean please who goes to a steakhouse to be coddled and romantic,0,0,0,0,1
having hunted around for a quiet romantic yet not hideously expensive restaurant i stumbled across reviews for la lanterna and gave it a shot,0,0,1,0,0
ive never been disappointed,0,0,1,0,0
i wont go back unless someone else is footing the bill,0,0,0,1,0
we live in new jersey and whenever we go into new york city we buy bagels to eat hot and then to freeze they told me that if i call in the order theyd bring it out to the car so i wouldnt have to look for parking,1,0,0,0,0
from the street it looks very hidden and is actually an old warehouse,0,0,1,0,0
jimmys is hands down the hottest night spot in the bronx,0,0,0,0,1
and i would have to agree with the masses in terms of service  delivery is their achilles heel,1,0,0,0,0
my boyfriend and i have been to the minnow four times now and we have consistently been impressed,0,0,1,0,0
the 300 bill was a bit steep but the experience was great,0,0,0,1,0
i wouldnt mind going back some time but not before trying others nearby,0,0,1,0,0
nice ambiance nice little bar good bartender francois and good service,1,0,0,0,1
i found this restaurant to be one that truly values its patrons,0,0,1,0,0
the calamari comes with an incredible sauce and the duck noodles are yummy as well,0,1,0,0,0
i would definitely go back  if only for some of those exotic martinis on the blackboard,0,1,0,0,0
for some reason the place was empty when we got in and remained so for the entire evening i dont understand why but we had a blast and will definately go back the next time we are in the area,0,0,1,0,0
simple comfort food and what hot and lage portions,0,1,0,0,0
but i just would like to say i read the reviews people left and thats why i checked it out,0,0,1,0,0
stay away from the two specialty rolls on the menu though too much avocado and rice will fill you up right quick,0,1,0,0,0
ive eaten at pizza gruppo a few times but more often i order delivery,0,0,1,0,0
we didnt get drink refills and she didnt even offer us the option of dessert,1,0,0,0,0
beautiful experience,0,0,1,0,0
the bagels are also reasonably priced for nyc,0,0,0,1,0
if you can handle that its a great place for a business dinner fun with friends or simply a table for 2,0,0,1,0,0
decor leaves something to be desired,0,0,0,0,1
jimmy is dominican,0,0,1,0,0
also specify if you like your food spicy its rather bland if you dont,0,1,0,0,0
our waiter was fine the place looks nice in that nottryingtoohard way but at those prices a little more should be expected of your food,1,1,0,1,1
coming from boston this place is like emmas pizza in kendall square in cambridge although they have more funky toppings,0,0,1,0,0
when my husband and go there we spend 6000 have lobster tails ummmmm need i say more i cant say any more it a place youll never forget if you never go youll miss a meal of your life time,0,1,1,1,0
in an effort to increase turnover the restaurant offers no desserts beyond the complimentary espresso cup filled with chocolate mousse,1,0,0,0,0
ive been to this restaurant more than a dozen times and when im craving for pho lemon grass chicken or beef cube on rice this is the place to go,0,1,0,0,0
oh yes and if you are a fan of indian oldies film stars there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls some of which i would love to know where they obtained,0,0,0,0,1
the food is spectacular from the appitizers to the main course and then of course the desserts wow youll need no more,0,1,0,0,0
the neighborhood was nice though so check out another restaurant instead,0,0,1,0,0
my fish was delicious in an incredible curry sauce,0,1,0,0,0
if you are in search of the most authentic nyc deli experience look no further than the famous and historic katzs deli down on the lower east side,0,0,1,0,0
even upon delivery their juicy pork buns are quite good  ,0,1,0,0,0
this is also where i was from,0,0,1,0,0
everything is for sale in here including the sculptured iron statue on the table,0,0,1,0,0
average to good thai food but terrible delivery,1,1,0,0,0
the space is nice but when we order our drink we were in for a surprise,0,0,1,0,1
the entire place and the treatment we received felt as a conveyor belt,1,0,0,0,1
joes pizza used to have the best slice until this pizzeria opened up,0,0,1,0,0
i in all reality felt as if i had just gotten off air france and was in the 8th district in paris,0,0,0,0,1
i have never had anything like it,0,0,1,0,0
yeah the crowd can take it a bit seriously but it shouldnt,0,0,1,0,0
and they provided a delicious dessert on the house,1,1,0,1,0
they are still living in the dark ages and do not have an answering machine so if you want to make a reservation you are limited,1,0,0,0,0
the food is amazing rich pastas and fresh doughy pizza,0,1,0,0,0
food was very good but not what i would consider out of this world,0,1,0,0,0
i had lobster bisque it has 2 oz of maine lobster in it,0,1,0,0,0
i am indian and i have tried many indian places in ny,0,0,1,0,0
try the pad thai its fabulous and their prices are so cheap,0,1,0,1,0
on a recent saturday night i was with a group of 5 at the bread bar,0,0,1,0,0
food is great and inexpensive,0,1,0,1,0
the price very reasonable,0,0,0,1,0
dessert  cant be missed so save room,0,1,0,0,0
it can be a little confusing as to where one goes to order but once the food is ordered you are in for a treat,0,1,0,0,0
take a good sense of humoran american express card with no limit walk out with a lollipopgift bag in hand and enough marketing materials for alain to to take the show on the road,0,0,0,1,0
ingredients are organic which is a real plus for me,0,1,0,0,0
it was so bad i actually refused to pay for my food,0,1,1,0,0
i recommend this spot to anyone who enjoys  fine cuisine at reasonable prices,0,1,1,1,0
this is by far my favorite restaurant in nyc and i only wish it were more affordable so i could go more often,0,0,1,1,0
the staff was very attentive the ambience lovely and the food superb,1,1,0,0,1
i love when restaurants think using fancy expensive ingrediants makes the food fine cuisine even with no idea how to use them,0,1,0,0,0
the pizza and wine were excellentthe service toobut what really made this place was the backyard dining area,1,1,0,0,1
the frankenstein show was the best,0,0,1,0,0
the waiters are sweet the food is tasty and the bill is never too large,1,1,0,1,0
as a fan of thai i have tried quite a few different restaurants in nyc and this one was definitely the worst,0,0,1,0,0
the service was superb they treat you like family,1,0,0,0,0
we all had the tasting menu and unlike some of the other reviews i felt there was more than enough food,0,1,1,0,0
it only took about five or so minutes to get an empty table but standing up wasnt too bad,1,0,0,0,0
the menu may be small but everything on it is delicious,0,1,0,0,0
too bad latin quarters closed,0,0,1,0,0
they had scrapped the bottom of the vessel in which they make the rice result  we had large chunks of burnt rice in our serving bowl,0,1,0,0,0
it was divine melts in your mouth,0,1,0,0,0
stumbled upon this gem of a pizza place and i will be going back frequently,0,0,1,0,0
i live a block away and go to patsys frequently,0,0,1,0,0
 for dessert we split chocolate cake and vanilla gelato with espresso which were tasty but i thought a bit overpriced,0,1,0,1,0
when i visited my friend who lives in the upper eastside she recommended that we go to this restaurant,0,0,1,0,0
warm comfortable surroundings nice appointments witness the etched glass and brickwork separating the dining rooms,0,0,0,0,1
we ran a little late for the reservation but it wasnt a problem to get our table immediately,1,0,1,0,0
kudos haru,0,0,1,0,0
we arrived on time for our reservation and seated promptlythe,1,0,1,0,0
i plan on eating here more often,0,0,1,0,0
i would definitely go back for a very special occasion but not for regular fine dining,0,0,1,0,0
the well mannered pleasant staff that tony has in his employ,1,0,0,0,0
the flavors robust and subtle,0,1,0,0,0
i came here for my friends birthday and keep coming back ever since,0,0,1,0,0
all i can say is 2 pints during happy hour and the some of the cheapest oysters youll find in the city though the quality is some of the best,0,1,0,1,0
i would never wait for a table to eat it just is not that great,0,0,1,0,0
we concluded with tiramisu chocolate cake both were delicious,0,1,0,0,0
the counter service is bad,1,0,0,0,0
i had a grat time at jekyll and hyde,0,0,1,0,0
service here was great food was fantastic,1,1,0,0,0
its a little out of the way if you dont live in the neighborhood but definitely worth the trip from wherever you are,0,0,1,0,0
this is such a lovely peaceful place to eat outside,0,0,0,0,1
and we were thouroughly disapointed,0,0,1,0,0
this is the jackel and hideof the restaurants on the ues,0,0,1,0,0
the sauce is delicious and the crust is perfect,0,1,0,0,0
this is a great place to take outoftowners and perfect for watching the sunset,0,0,1,0,1
since my first dinner i have had the chance to have brunch at orsay 3x,0,0,1,0,0
you will pay a lot for the decore but the food is no better or worse than a lot of other chinese and asian fusion places in ny,0,1,0,1,1
they have some great entrees here as well,0,1,0,0,0
our teenage kids love it too,0,0,1,0,0
the service is not consistently excellent  just decent,1,0,0,0,0
the food served in small tasting portions as an option is very good with each dish being better than the next,0,1,0,0,0
you guys are awesome,0,0,1,0,0
they do cater to american palates but if you like it hot let them know and they are more than willing to oblige,1,1,0,0,0
i loved this place,0,0,1,0,0
i had the mango chicken and i cant go on to tell you how delicious that was and the presentation was beatiful,0,1,0,0,0
i care more about the food and ambience,0,1,0,0,1
oh but wait we were out of drinks which were also delightfully overpriced,0,1,0,1,0
avoid at all costs,0,0,1,0,0
i would highly recommend this place to everyone for any occasion,0,0,1,0,0
the service is fantastic,1,0,0,0,0
i recommend that you try this hidden spot which will surely blowup very soon,0,0,1,0,0
the garlic mashed potatoes are hands down the best in the city,0,1,0,0,0
food and service was okay,1,1,0,0,0
great for a romantic evening or a fun evening with friends,0,0,0,0,1
the lamb meat was undercooked and extrmely chewy,0,1,0,0,0
the best pad thai ive ever had,0,1,0,0,0
over time the food quality has decreased substantially it is a lot less crowded than it used to and the service must definitely be part of the reason,1,1,0,0,0
great pizza and fantastic service,1,1,0,0,0
we were seated outside and the waiter spilled red wine and hot tea on myself and my date,1,0,0,0,0
i would just ask for no oil next time,0,0,1,0,0
while this is a pretty place in that overly cute french way the food was insultingly horrible,0,1,0,0,1
i went there for lunch and it was not as good as i expected from the reviews i read,0,0,1,0,0
i really didnt know what to expect for a restaurant that literally overlooks the main hall of grand central,0,0,1,0,0
none of that yucky whipped stuff,0,1,0,0,0
the wine list isnt great and the desserts are shipped in from brunos down the street which is not as good as it used to be,0,1,0,0,0
i ordered a lassi and asked 4 times for it but never got it,1,0,0,0,0
their coffee is quite good too,0,1,0,0,0
i would not recommend this place to anyone,0,0,1,0,0
great wine list italian good food service was initially fine,1,1,0,0,0
despite the fact that the space is large theyve overcrowded the floor with tables,0,0,0,0,1
i know you were too busy showing off your vintage tee shirt and looking bored but my agenda is im here to eat and enjoy the company of friends seeking a pleasant experience,1,0,0,0,0
as far as the service goes the waitresses were not particularly friendly but they got the job done,1,0,0,0,0
they are not helpful in the least and will give you the grand run around so by the time the event date rolls around you will not only regret chosing this place but also become hostile,1,0,0,0,0
i had to ask her three times before she finally came back with the dish ive requested,1,0,0,0,0
normally that would be improper however they were all delicious and my host did not complain,0,1,0,0,0
taxan delicious,0,1,0,0,0
perhaps it was an off night but it was suprisingly average for a 93 rating,0,0,1,0,0
unlike other places in nyc where the sandwiches you want only come as a tripledecker here you can get what you want in a reasonablysized portion and price,0,1,0,1,0
southern indian cuisine is still there too,0,1,0,0,0
restaurant snobs need not bother this is a small neighborhood kind of place,0,0,1,0,0
have been dozens of times and never failed to enjoy the experience,0,0,1,0,0
they couldnt even make a salad that was appealing,0,1,0,0,0
for two people with tip was less than 25 bucks,0,0,0,1,0
killer sushi,0,1,0,0,0
of course the reason its so packed is because the food is so delicious,0,1,0,0,0
staffs are not that friendly but the taste covers all,1,1,0,0,0
the jukebox plays everything from italian opera to the strokes,0,0,0,0,1
and ive been to many nyc delis,0,0,1,0,0
this place is always packed,0,0,1,0,0
much of the time it seems like they do not care about you,1,0,0,0,0
plus they made a perfect martini,0,1,0,0,0
i am not sure if i would call the food here indian as it is a fusion of what seems to be french with an indian or exotic touch,0,1,0,0,0
ive eaten thai many times and am very familiar with the cuisine,0,0,1,0,0
the waiter was attentive,1,0,0,0,0
their margarita is best ive had since ive returned from naples,0,1,0,0,0
i highly recommend the restaurant based on our experience last night,0,0,1,0,0
the tastes makes your mouth water for more,0,1,0,0,0
i came into the city to try out this restaurant because a friend had recommended it to my husband,0,0,1,0,0
their sake list was extensive but we were looking for purple haze which wasnt listed but made for us upon request,1,1,0,0,0
the tables are crammed way too close the menu is typical of any italian restaurant and the wine list is simply overpriced,0,1,0,1,1
all in all a wonderful experience cant wait to come back,0,0,1,0,0
the food was actually aweful,0,1,0,0,0
after dining at bog over twenty times now its official ,0,0,1,0,0
they are served with a free appetizer and the portions are perfect for lunch,0,1,0,1,0
there is actually space to breathe and the decor sets the tone for an intimate dinner,0,0,0,0,1
we went around 930 on a friday and it had died down a bit by then so the service was great,1,0,0,0,0
my husband and i both ordered the steak medium,0,1,1,0,0
furthermore the rice had no seasoning so the sushi was bland and disgusting,0,1,0,0,0
this place has realy fresh sushi and a nice large menu of japanese classic cuisine,0,1,0,0,0
the sushi is average and the prices are anything but,0,1,0,1,0
my wife and i also enjoyed the spinach the shanghai low mein and other attractions,0,1,0,0,0
owner must have coem on this website to give himself credit,0,0,1,0,0
turned out there was full service upstairs and sat down,0,0,1,0,0
i would go back,0,0,1,0,0
definitely will be back,0,0,1,0,0
several of the dim sum orders had about 68 pieces,0,1,0,0,0
im not sure why these other reviewers are whining so much,0,0,1,0,0
they live up to the thai way of living,0,0,1,0,0
if you have a dumpling fetish i suggest you try some here,0,1,0,0,0
three page wine menu one page entree and horedevous,0,1,0,0,0
the food is consistently wonderful  ive been coming here for years and the owner has always been accomodating and friendly,1,1,0,0,0
the waiters and owners were nonchalant about this and promised to call the exterminator but werent as dismayed or apologetic as i would have expected,1,0,0,0,0
i live nearby and when they first opened i ate there a lot,0,0,1,0,0
and the food was fantastic,0,1,0,0,0
this is the kind of place youd like to take all your friends to and still keep a secret,0,0,1,0,0
if youre looking for a place to sit down have a drink and conversations with friends go to sweetntart and order yourself a hongkong styled milk and tea with tapioca pearls hot,0,1,0,0,1
aside from the sea urchin the chef recommended an assortment of fish including fatty yellow tail boton shrimp blue fin torro fatty tuna sea eel etc,0,1,0,0,0
theyre also friendlier here especially the owner kenny,1,0,0,0,0
while the room is not particularly comfortable once youre seated youll forget about everything except whats on your plate,0,1,0,0,1
ive lived in nyc all my life and had never before seen so many waterbugs in one place except in a really bad dream,0,0,1,0,1
winnie and her staff are the best crew you can find serving you,1,0,0,0,0
the ambiance is minimal the food is not phenomenal but some dishes are quite good such as the eggplant parmesan veal in carozza chicken saltimbocca,0,1,0,0,1
my host asked for appetizers for the group and the waiter gave us not only what we ordered but some other items that were not ordered,1,0,0,0,0
you can even get packages of the chutneys to stock your fridge,1,1,0,0,0
the bar has various selections and the mixed drink special is a catcher 2 for 1s,0,1,0,0,0
slightly on the pricey side but worth it,0,0,0,1,0
if it isnt for the food a it must be the service or the ambience,1,1,0,0,1
during the course of the past 3 months the chef and staff changed and it was not for the better,1,1,0,0,0
i like the ambience its very dark and original,0,0,0,0,1
not the typical nyc gimmick theme restaurant,0,0,0,0,1
we were exploring grand central and didnt want to eat in the food court,0,0,1,0,0
overall not worth the money,0,0,0,1,0
this place is not worth the prices,0,0,0,1,0
we left after one drink,0,0,1,0,0
everything that happened was not even up to mediocre,0,0,1,0,0
our last time there a few weeks ago was early at 5pm and it was very crowded and noisy,0,0,0,0,1
pick a bagel has the best bagels in the city,0,1,0,0,0
you are paying for the atmosphere which is nice but can be had in numerous places in bay ridge,0,0,0,0,1
its called gnochi alla nona and is found under chef specials,0,1,0,0,0
it is one the nicest outdoor restaurants i have ever seen in nyi am from italy and this place rivals the ones in my country,0,0,0,0,1
yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken,0,0,0,0,1
the last two times i ordered from here my food was soo spicy that  i could barely eat it and the spice took away from the flavor of the dish,0,1,0,0,0
the fried dumplings are great,0,1,0,0,0
this place has the best chinese style bbq ribs in the city,0,1,0,0,0
ive been here so many times the waiters know my name,0,0,1,0,0
the decor is very simple but comfortable,0,0,0,0,1
ive been frequenting the tasting room since it first arrived in the east village and ive never been disappointed,0,0,1,0,0
we figured we never had argentinian pizza before so we grabbed our lunch there sharing a large pelligrino a pizza of two of their specials one was goat cheese the other blue cheese and both were excellent,0,1,0,0,0
heartland brewery is a great way to start or finish your day,0,0,1,0,0
the kamasutra and bombay cosmopolitan are excellent and will have you tipsy in no time,0,1,0,0,0
this is the perfect date spot for williamsburg couples,0,0,1,0,0
the dim sum here is only soso,0,1,0,0,0
it was raining and we figured why not,0,0,1,0,0
6 and there is much tasty food all of it fresh and continually refilled,0,1,0,1,0
just straight up cheap good food,0,1,0,1,0
another welcome addition to the neighborhood,0,0,1,0,0
seating is ok even though sometimes theres alot of people,0,0,0,0,1
this time i prefer not to go into detail,0,0,1,0,0
even with a relatively inexpensive botle of wine if you can call 7000 inexpensive the cost is through the roof for better than average fare,0,0,0,1,0
service was slow but the people were friendly,1,0,0,0,0
steamed fresh so brought hot hot hot to your table,0,1,0,0,0
the steak was very fatty and the sauce was overpowering and not very tasty,0,1,0,0,0
my only problem is that you are literally sitting on top of the people next to you,0,0,0,0,1
and affordable,0,0,0,1,0
the staff makes you feel at home the food is great and the atmosphere is wonderful,1,1,0,0,1
i actually feel like i should keep it a secret,0,0,1,0,0
the food is alright  some stuff is good  some is not like the steak dish which tends to be dry,0,1,0,0,0
not only would i not recommend jimmys restaurants to friends i would strongly suggest they go anywhere but,0,0,1,0,0
they have a very diverse menu so its something for everybody,0,1,0,0,0
haru on park s is simply disgusting,0,0,1,0,0
the staff was too busy ordering sushi for dinner and then laying it out to eat on the bar to even bring me my check,1,0,0,0,0
as a longtime patron of mamouns i always figured that i had found the best late night food spot in the city,0,0,1,0,0
i drop more dollar bills here than your uncle after a weekend at scores,0,0,1,0,0
the bagel was huge,0,1,0,0,0
go there to relax and feel like your somewhere else,0,0,1,0,0
get the tuna of gari,0,1,0,0,0
i like the somosas chai and the chole but the dhosas and dhal were kinda dissapointing,0,1,0,0,0
it was a very nice surprise,0,0,1,0,0
edible but really a ripoff at those prices given whats in the area,0,1,0,1,0
the staff has been nice but they seemed really stressed and the unisex bathroom needs to be cleaned more often,1,0,0,0,1
i am french and i really felt like home,0,0,1,0,0
i have been to casimir over 5 times and i have always had a great time there,0,0,1,0,0
the service was the only thing good about this restaurant,1,0,0,0,0
its usually packed for good reason esp,0,0,1,0,0
service friendly and attentive,1,0,0,0,0
i love going there,0,0,1,0,0
i cannot recommend og more highly if i tried  check it out for yourself,0,0,1,0,0
it was the first place we ate on our first trip to new york and it will be the last place we stop as we head out of town on our next trip to new york,0,0,1,0,0
service was very prompt but slightly rushed,1,0,0,0,0
